OTU,p,c,o,f,g,summay
Zotu336,p:Bacteroidetes,c:Flavobacteriia,"o:""Flavobacteriales""",f:Flavobacteriaceae,g:Flavobacterium,"p:Bacteroidetes c:Flavobacteriia o:""Flavobacteriales"" f:Flavobacteriaceae g:Flavobacterium"
Zotu337,p:Bacteroidetes,c:Flavobacteriia,"o:""Flavobacteriales""",f:Flavobacteriaceae,g:Flavobacterium,"p:Bacteroidetes c:Flavobacteriia o:""Flavobacteriales"" f:Flavobacteriaceae g:Flavobacterium"
Zotu338,p:Armatimonadetes,g:Armatimonadetes_gp5,,,,p:Armatimonadetes g:Armatimonadetes_gp5   
Zotu339,p:Parcubacteria,,,,,p:Parcubacteria    
Zotu34,p:Proteobacteria,c:Betaproteobacteria,o:Rhodocyclales,f:Rhodocyclaceae,,p:Proteobacteria c:Betaproteobacteria o:Rhodocyclales f:Rhodocyclaceae 
Zotu340,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Pseudomonadaceae,g:Pseudomonas,p:Proteobacteria c:Gammaproteobacteria o:Pseudomonadales f:Pseudomonadaceae g:Pseudomonas
Zotu341,p:Bacteroidetes,c:Flavobacteriia,"o:""Flavobacteriales""",f:Flavobacteriaceae,g:Flavobacterium,"p:Bacteroidetes c:Flavobacteriia o:""Flavobacteriales"" f:Flavobacteriaceae g:Flavobacterium"
Zotu342,p:Proteobacteria,c:Alphaproteobacteria,,,,p:Proteobacteria c:Alphaproteobacteria   
Zotu343,p:Actinobacteria,c:Actinobacteria,o:Actinomycetales,f:Microbacteriaceae,,p:Actinobacteria c:Actinobacteria o:Actinomycetales f:Microbacteriaceae 
Zotu344,p:Bacteroidetes,c:Cytophagia,o:Cytophagales,f:Cytophagaceae,g:Flectobacillus,p:Bacteroidetes c:Cytophagia o:Cytophagales f:Cytophagaceae g:Flectobacillus
Zotu345,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,p:Proteobacteria c:Betaproteobacteria o:Burkholderiales f:Comamonadaceae 
Zotu346,,,,,,    
Zotu347,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Limnohabitans,p:Proteobacteria c:Betaproteobacteria o:Burkholderiales f:Comamonadaceae g:Limnohabitans
Zotu348,p:Proteobacteria,c:Epsilonproteobacteria,o:Campylobacterales,f:Campylobacteraceae,g:Arcobacter,p:Proteobacteria c:Epsilonproteobacteria o:Campylobacterales f:Campylobacteraceae g:Arcobacter
Zotu349,p:Proteobacteria,c:Betaproteobacteria,o:Rhodocyclales,f:Rhodocyclaceae,,p:Proteobacteria c:Betaproteobacteria o:Rhodocyclales f:Rhodocyclaceae 
Zotu35,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodospirillales,f:Rhodospirillaceae,g:Elstera,p:Proteobacteria c:Alphaproteobacteria o:Rhodospirillales f:Rhodospirillaceae g:Elstera
Zotu350,p:Bacteroidetes,c:Cytophagia,o:Cytophagales,f:Cytophagaceae,g:Fluviimonas,p:Bacteroidetes c:Cytophagia o:Cytophagales f:Cytophagaceae g:Fluviimonas
Zotu351,p:Parcubacteria,,,,,p:Parcubacteria    
Zotu352,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Moraxellaceae,g:Acinetobacter,p:Proteobacteria c:Gammaproteobacteria o:Pseudomonadales f:Moraxellaceae g:Acinetobacter
Zotu353,,,,,,    
Zotu354,p:Acidobacteria,c:Acidobacteria_Gp4,,,,p:Acidobacteria c:Acidobacteria_Gp4   
Zotu355,p:Parcubacteria,,,,,p:Parcubacteria    
Zotu356,p:Bacteroidetes,c:Flavobacteriia,"o:""Flavobacteriales""",f:Flavobacteriaceae,g:Flavobacterium,"p:Bacteroidetes c:Flavobacteriia o:""Flavobacteriales"" f:Flavobacteriaceae g:Flavobacterium"
Zotu357,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,,p:Proteobacteria c:Alphaproteobacteria o:Sphingomonadales f:Sphingomonadaceae 
Zotu358,,,,,,    
Zotu359,p:Bacteroidetes,c:Sphingobacteriia,,,,p:Bacteroidetes c:Sphingobacteriia   
Zotu36,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,,,p:Proteobacteria c:Alphaproteobacteria o:Rhizobiales  
Zotu360,p:Proteobacteria,,,,,p:Proteobacteria    
Zotu361,p:Parcubacteria,,,,,p:Parcubacteria    
Zotu362,p:Proteobacteria,c:Gammaproteobacteria,,,,p:Proteobacteria c:Gammaproteobacteria   
Zotu363,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,p:Proteobacteria c:Betaproteobacteria o:Burkholderiales f:Comamonadaceae 
Zotu364,p:Bacteroidetes,,,,,p:Bacteroidetes    
Zotu365,p:Proteobacteria,c:Gammaproteobacteria,o:Chromatiales,f:Chromatiaceae,g:Rheinheimera,p:Proteobacteria c:Gammaproteobacteria o:Chromatiales f:Chromatiaceae g:Rheinheimera
Zotu366,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,,,p:Proteobacteria c:Betaproteobacteria o:Burkholderiales  
Zotu367,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Moraxellaceae,g:Acinetobacter,p:Proteobacteria c:Gammaproteobacteria o:Pseudomonadales f:Moraxellaceae g:Acinetobacter
Zotu368,p:Parcubacteria,g:Parcubacteria_genera_incertae_sedis,,,,p:Parcubacteria g:Parcubacteria_genera_incertae_sedis   
Zotu369,p:Proteobacteria,c:Alphaproteobacteria,o:Caulobacterales,f:Caulobacteraceae,g:Brevundimonas,p:Proteobacteria c:Alphaproteobacteria o:Caulobacterales f:Caulobacteraceae g:Brevundimonas
Zotu37,p:Proteobacteria,c:Alphaproteobacteria,,,,p:Proteobacteria c:Alphaproteobacteria   
Zotu370,p:Bacteroidetes,c:Sphingobacteriia,"o:""Sphingobacteriales""",f:Chitinophagaceae,,"p:Bacteroidetes c:Sphingobacteriia o:""Sphingobacteriales"" f:Chitinophagaceae "
Zotu371,p:Bacteroidetes,c:Cytophagia,o:Cytophagales,f:Cytophagaceae,g:Emticicia,p:Bacteroidetes c:Cytophagia o:Cytophagales f:Cytophagaceae g:Emticicia
Zotu372,p:Proteobacteria,,,,,p:Proteobacteria    
Zotu373,,,,,,    
Zotu374,p:Proteobacteria,c:Deltaproteobacteria,o:Bdellovibrionales,f:Bdellovibrionaceae,g:Bdellovibrio,p:Proteobacteria c:Deltaproteobacteria o:Bdellovibrionales f:Bdellovibrionaceae g:Bdellovibrio
Zotu375,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Novosphingobium,p:Proteobacteria c:Alphaproteobacteria o:Sphingomonadales f:Sphingomonadaceae g:Novosphingobium
Zotu376,p:Candidatus_Saccharibacteria,g:Saccharibacteria_genera_incertae_sedis,,,,p:Candidatus_Saccharibacteria g:Saccharibacteria_genera_incertae_sedis   
Zotu377,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Bradyrhizobiaceae,g:Bradyrhizobium,p:Proteobacteria c:Alphaproteobacteria o:Rhizobiales f:Bradyrhizobiaceae g:Bradyrhizobium
Zotu378,,,,,,    
Zotu379,p:Bacteroidetes,c:Cytophagia,o:Cytophagales,,,p:Bacteroidetes c:Cytophagia o:Cytophagales  
Zotu38,p:Proteobacteria,c:Alphaproteobacteria,o:Caulobacterales,f:Caulobacteraceae,g:Brevundimonas,p:Proteobacteria c:Alphaproteobacteria o:Caulobacterales f:Caulobacteraceae g:Brevundimonas
Zotu380,p:Verrucomicrobia,c:Subdivision3,g:Subdivision3_genera_incertae_sedis,,,p:Verrucomicrobia c:Subdivision3 g:Subdivision3_genera_incertae_sedis  
Zotu381,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Oxalobacteraceae,g:Duganella,p:Proteobacteria c:Betaproteobacteria o:Burkholderiales f:Oxalobacteraceae g:Duganella
Zotu382,p:Parcubacteria,,,,,p:Parcubacteria    
Zotu383,,,,,,    
Zotu384,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Burkholderiales_incertae_sedis,,p:Proteobacteria c:Betaproteobacteria o:Burkholderiales f:Burkholderiales_incertae_sedis 
Zotu385,p:Cyanobacteria/Chloroplast,c:Chloroplast,f:Chloroplast,g:Chlorophyta,,p:Cyanobacteria/Chloroplast c:Chloroplast f:Chloroplast g:Chlorophyta 
Zotu386,p:Candidatus_Saccharibacteria,g:Saccharibacteria_genera_incertae_sedis,,,,p:Candidatus_Saccharibacteria g:Saccharibacteria_genera_incertae_sedis   
Zotu387,p:Armatimonadetes,c:Armatimonadia,o:Armatimonadales,f:Armatimonadaceae,g:Armatimonas/Armatimonadetes_gp1,p:Armatimonadetes c:Armatimonadia o:Armatimonadales f:Armatimonadaceae g:Armatimonas/Armatimonadetes_gp1
Zotu388,p:Actinobacteria,c:Actinobacteria,,,,p:Actinobacteria c:Actinobacteria   
Zotu389,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Oxalobacteraceae,g:Undibacterium,p:Proteobacteria c:Betaproteobacteria o:Burkholderiales f:Oxalobacteraceae g:Undibacterium
Zotu39,p:Bacteroidetes,c:Flavobacteriia,"o:""Flavobacteriales""",f:Flavobacteriaceae,g:Flavobacterium,"p:Bacteroidetes c:Flavobacteriia o:""Flavobacteriales"" f:Flavobacteriaceae g:Flavobacterium"
Zotu390,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Kinneretia,p:Proteobacteria c:Betaproteobacteria o:Burkholderiales f:Comamonadaceae g:Kinneretia
Zotu391,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Xanthobacteraceae,g:Xanthobacter,p:Proteobacteria c:Alphaproteobacteria o:Rhizobiales f:Xanthobacteraceae g:Xanthobacter
Zotu392,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Alcaligenaceae,,p:Proteobacteria c:Betaproteobacteria o:Burkholderiales f:Alcaligenaceae 
Zotu393,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingomonas,p:Proteobacteria c:Alphaproteobacteria o:Sphingomonadales f:Sphingomonadaceae g:Sphingomonas
Zotu394,p:Bacteroidetes,c:Cytophagia,o:Cytophagales,f:Cytophagaceae,g:Arcicella,p:Bacteroidetes c:Cytophagia o:Cytophagales f:Cytophagaceae g:Arcicella
Zotu395,,,,,,    
Zotu396,p:Bacteroidetes,,,,,p:Bacteroidetes    
Zotu397,p:Proteobacteria,c:Deltaproteobacteria,o:Bdellovibrionales,f:Bacteriovoracaceae,g:Bacteriovorax,p:Proteobacteria c:Deltaproteobacteria o:Bdellovibrionales f:Bacteriovoracaceae g:Bacteriovorax
Zotu398,p:Bacteroidetes,c:Cytophagia,o:Cytophagales,f:Cytophagaceae,g:Arcicella,p:Bacteroidetes c:Cytophagia o:Cytophagales f:Cytophagaceae g:Arcicella
Zotu399,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Xanthobacteraceae,,p:Proteobacteria c:Alphaproteobacteria o:Rhizobiales f:Xanthobacteraceae 
Zotu4,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Burkholderiaceae,g:Polynucleobacter,p:Proteobacteria c:Betaproteobacteria o:Burkholderiales f:Burkholderiaceae g:Polynucleobacter
Zotu40,p:Verrucomicrobia,,,,,p:Verrucomicrobia    
Zotu400,p:Actinobacteria,c:Actinobacteria,o:Actinomycetales,f:Intrasporangiaceae,,p:Actinobacteria c:Actinobacteria o:Actinomycetales f:Intrasporangiaceae 
Zotu401,p:Proteobacteria,c:Betaproteobacteria,o:Rhodocyclales,f:Rhodocyclaceae,,p:Proteobacteria c:Betaproteobacteria o:Rhodocyclales f:Rhodocyclaceae 
Zotu402,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,,,p:Proteobacteria c:Alphaproteobacteria o:Rhizobiales  
Zotu403,p:Candidatus_Saccharibacteria,g:Saccharibacteria_genera_incertae_sedis,,,,p:Candidatus_Saccharibacteria g:Saccharibacteria_genera_incertae_sedis   
Zotu404,p:Cyanobacteria/Chloroplast,c:Chloroplast,,,,p:Cyanobacteria/Chloroplast c:Chloroplast   
Zotu405,p:Proteobacteria,c:Alphaproteobacteria,,,,p:Proteobacteria c:Alphaproteobacteria   
Zotu406,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Simplicispira,p:Proteobacteria c:Betaproteobacteria o:Burkholderiales f:Comamonadaceae g:Simplicispira
Zotu407,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodobacterales,f:Rhodobacteraceae,,p:Proteobacteria c:Alphaproteobacteria o:Rhodobacterales f:Rhodobacteraceae 
Zotu408,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Novosphingobium,p:Proteobacteria c:Alphaproteobacteria o:Sphingomonadales f:Sphingomonadaceae g:Novosphingobium
Zotu409,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Moraxellaceae,g:Acinetobacter,p:Proteobacteria c:Gammaproteobacteria o:Pseudomonadales f:Moraxellaceae g:Acinetobacter
Zotu41,p:Bacteroidetes,c:Flavobacteriia,"o:""Flavobacteriales""",f:Flavobacteriaceae,g:Flavobacterium,"p:Bacteroidetes c:Flavobacteriia o:""Flavobacteriales"" f:Flavobacteriaceae g:Flavobacterium"
Zotu410,p:Proteobacteria,c:Betaproteobacteria,,,,p:Proteobacteria c:Betaproteobacteria   
Zotu411,p:Bacteroidetes,c:Flavobacteriia,"o:""Flavobacteriales""",f:Flavobacteriaceae,g:Flavobacterium,"p:Bacteroidetes c:Flavobacteriia o:""Flavobacteriales"" f:Flavobacteriaceae g:Flavobacterium"
Zotu412,p:Proteobacteria,c:Epsilonproteobacteria,o:Campylobacterales,f:Campylobacteraceae,g:Arcobacter,p:Proteobacteria c:Epsilonproteobacteria o:Campylobacterales f:Campylobacteraceae g:Arcobacter
Zotu413,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,,,p:Proteobacteria c:Alphaproteobacteria o:Rhizobiales  
Zotu414,p:Bacteroidetes,c:Flavobacteriia,"o:""Flavobacteriales""",f:Flavobacteriaceae,g:Flavobacterium,"p:Bacteroidetes c:Flavobacteriia o:""Flavobacteriales"" f:Flavobacteriaceae g:Flavobacterium"
Zotu415,p:Proteobacteria,c:Deltaproteobacteria,o:Bdellovibrionales,f:Bdellovibrionaceae,g:Bdellovibrio,p:Proteobacteria c:Deltaproteobacteria o:Bdellovibrionales f:Bdellovibrionaceae g:Bdellovibrio
Zotu416,p:Bacteroidetes,,,,,p:Bacteroidetes    
Zotu417,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Moraxellaceae,g:Acinetobacter,p:Proteobacteria c:Gammaproteobacteria o:Pseudomonadales f:Moraxellaceae g:Acinetobacter
Zotu418,p:Bacteroidetes,,,,,p:Bacteroidetes    
Zotu419,,,,,,    
Zotu42,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Novosphingobium,p:Proteobacteria c:Alphaproteobacteria o:Sphingomonadales f:Sphingomonadaceae g:Novosphingobium
Zotu420,p:Actinobacteria,c:Actinobacteria,o:Actinomycetales,,,p:Actinobacteria c:Actinobacteria o:Actinomycetales  
Zotu421,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Clostridiales_Incertae_Sedis_XII,g:Fusibacter,p:Firmicutes c:Clostridia o:Clostridiales f:Clostridiales_Incertae_Sedis_XII g:Fusibacter
Zotu422,p:Parcubacteria,g:Parcubacteria_genera_incertae_sedis,,,,p:Parcubacteria g:Parcubacteria_genera_incertae_sedis   
Zotu423,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,p:Proteobacteria c:Betaproteobacteria o:Burkholderiales f:Comamonadaceae 
Zotu424,,,,,,    
Zotu425,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Burkholderiales_incertae_sedis,g:Aquabacterium,p:Proteobacteria c:Betaproteobacteria o:Burkholderiales f:Burkholderiales_incertae_sedis g:Aquabacterium
Zotu426,p:Proteobacteria,c:Gammaproteobacteria,,,,p:Proteobacteria c:Gammaproteobacteria   
Zotu427,p:Parcubacteria,g:Parcubacteria_genera_incertae_sedis,,,,p:Parcubacteria g:Parcubacteria_genera_incertae_sedis   
Zotu428,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,,p:Proteobacteria c:Alphaproteobacteria o:Sphingomonadales f:Sphingomonadaceae 
Zotu429,p:Bacteroidetes,c:Cytophagia,o:Cytophagales,f:Cytophagaceae,,p:Bacteroidetes c:Cytophagia o:Cytophagales f:Cytophagaceae 
Zotu43,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Moraxellaceae,g:Acinetobacter,p:Proteobacteria c:Gammaproteobacteria o:Pseudomonadales f:Moraxellaceae g:Acinetobacter
Zotu430,p:Bacteroidetes,c:Flavobacteriia,"o:""Flavobacteriales""",f:Flavobacteriaceae,g:Flavobacterium,"p:Bacteroidetes c:Flavobacteriia o:""Flavobacteriales"" f:Flavobacteriaceae g:Flavobacterium"
Zotu431,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Oxalobacteraceae,g:Duganella,p:Proteobacteria c:Betaproteobacteria o:Burkholderiales f:Oxalobacteraceae g:Duganella
Zotu432,p:Proteobacteria,c:Betaproteobacteria,,,,p:Proteobacteria c:Betaproteobacteria   
Zotu433,p:Proteobacteria,c:Betaproteobacteria,o:Rhodocyclales,,,p:Proteobacteria c:Betaproteobacteria o:Rhodocyclales  
Zotu434,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Novosphingobium,p:Proteobacteria c:Alphaproteobacteria o:Sphingomonadales f:Sphingomonadaceae g:Novosphingobium
Zotu435,p:Bacteroidetes,c:Flavobacteriia,"o:""Flavobacteriales""",f:Flavobacteriaceae,g:Flavobacterium,"p:Bacteroidetes c:Flavobacteriia o:""Flavobacteriales"" f:Flavobacteriaceae g:Flavobacterium"
Zotu436,p:Verrucomicrobia,,,,,p:Verrucomicrobia    
Zotu437,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Moraxellaceae,g:Acinetobacter,p:Proteobacteria c:Gammaproteobacteria o:Pseudomonadales f:Moraxellaceae g:Acinetobacter
Zotu438,p:Bacteroidetes,c:Cytophagia,o:Cytophagales,f:Cytophagaceae,,p:Bacteroidetes c:Cytophagia o:Cytophagales f:Cytophagaceae 
Zotu439,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Alcaligenaceae,,p:Proteobacteria c:Betaproteobacteria o:Burkholderiales f:Alcaligenaceae 
Zotu44,p:Proteobacteria,c:Alphaproteobacteria,o:Caulobacterales,f:Caulobacteraceae,g:Caulobacter,p:Proteobacteria c:Alphaproteobacteria o:Caulobacterales f:Caulobacteraceae g:Caulobacter
Zotu440,p:Bacteroidetes,,,,,p:Bacteroidetes    
Zotu441,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Polaromonas,p:Proteobacteria c:Betaproteobacteria o:Burkholderiales f:Comamonadaceae g:Polaromonas
Zotu442,p:Proteobacteria,c:Betaproteobacteria,o:Rhodocyclales,f:Rhodocyclaceae,g:Zoogloea,p:Proteobacteria c:Betaproteobacteria o:Rhodocyclales f:Rhodocyclaceae g:Zoogloea
Zotu443,p:Proteobacteria,c:Gammaproteobacteria,,,,p:Proteobacteria c:Gammaproteobacteria   
Zotu444,p:Proteobacteria,c:Gammaproteobacteria,o:Thiotrichales,f:Thiotrichaceae,g:Thiothrix,p:Proteobacteria c:Gammaproteobacteria o:Thiotrichales f:Thiotrichaceae g:Thiothrix
Zotu445,p:Actinobacteria,c:Actinobacteria,o:Actinomycetales,,,p:Actinobacteria c:Actinobacteria o:Actinomycetales  
Zotu446,p:Proteobacteria,c:Betaproteobacteria,,,,p:Proteobacteria c:Betaproteobacteria   
Zotu447,p:Actinobacteria,c:Actinobacteria,o:Actinomycetales,,,p:Actinobacteria c:Actinobacteria o:Actinomycetales  
Zotu448,,,,,,    
Zotu449,p:Proteobacteria,c:Betaproteobacteria,o:Neisseriales,f:Neisseriaceae,g:Aquaspirillum,p:Proteobacteria c:Betaproteobacteria o:Neisseriales f:Neisseriaceae g:Aquaspirillum
Zotu45,p:Bacteroidetes,c:Cytophagia,o:Cytophagales,f:Cytophagaceae,g:Lacihabitans,p:Bacteroidetes c:Cytophagia o:Cytophagales f:Cytophagaceae g:Lacihabitans
Zotu450,p:Parcubacteria,g:Parcubacteria_genera_incertae_sedis,,,,p:Parcubacteria g:Parcubacteria_genera_incertae_sedis   
Zotu451,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Pseudomonadaceae,,p:Proteobacteria c:Gammaproteobacteria o:Pseudomonadales f:Pseudomonadaceae 
Zotu452,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,p:Proteobacteria c:Betaproteobacteria o:Burkholderiales f:Comamonadaceae 
Zotu453,p:Proteobacteria,c:Deltaproteobacteria,o:Bdellovibrionales,f:Bdellovibrionaceae,g:Bdellovibrio,p:Proteobacteria c:Deltaproteobacteria o:Bdellovibrionales f:Bdellovibrionaceae g:Bdellovibrio
Zotu454,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,p:Proteobacteria c:Betaproteobacteria o:Burkholderiales f:Comamonadaceae 
Zotu455,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Rhodoferax,p:Proteobacteria c:Betaproteobacteria o:Burkholderiales f:Comamonadaceae g:Rhodoferax
Zotu456,p:Chlamydiae,c:Chlamydiia,o:Chlamydiales,,,p:Chlamydiae c:Chlamydiia o:Chlamydiales  
Zotu457,,,,,,    
Zotu458,p:Bacteroidetes,c:Cytophagia,o:Cytophagales,,,p:Bacteroidetes c:Cytophagia o:Cytophagales  
Zotu459,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Moraxellaceae,g:Acinetobacter,p:Proteobacteria c:Gammaproteobacteria o:Pseudomonadales f:Moraxellaceae g:Acinetobacter
Zotu46,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Oxalobacteraceae,g:Duganella,p:Proteobacteria c:Betaproteobacteria o:Burkholderiales f:Oxalobacteraceae g:Duganella
Zotu460,p:Proteobacteria,c:Gammaproteobacteria,,,,p:Proteobacteria c:Gammaproteobacteria   
Zotu461,p:Candidatus_Saccharibacteria,g:Saccharibacteria_genera_incertae_sedis,,,,p:Candidatus_Saccharibacteria g:Saccharibacteria_genera_incertae_sedis   
Zotu462,p:Bacteroidetes,,,,,p:Bacteroidetes    
Zotu463,p:Bacteroidetes,c:Flavobacteriia,"o:""Flavobacteriales""",f:Flavobacteriaceae,g:Flavobacterium,"p:Bacteroidetes c:Flavobacteriia o:""Flavobacteriales"" f:Flavobacteriaceae g:Flavobacterium"
Zotu464,p:Verrucomicrobia,c:Verrucomicrobiae,o:Verrucomicrobiales,f:Verrucomicrobiaceae,g:Luteolibacter,p:Verrucomicrobia c:Verrucomicrobiae o:Verrucomicrobiales f:Verrucomicrobiaceae g:Luteolibacter
Zotu465,p:Proteobacteria,c:Deltaproteobacteria,o:Bdellovibrionales,f:Bdellovibrionaceae,g:Bdellovibrio,p:Proteobacteria c:Deltaproteobacteria o:Bdellovibrionales f:Bdellovibrionaceae g:Bdellovibrio
Zotu466,p:Bacteroidetes,c:Cytophagia,o:Cytophagales,f:Cytophagaceae,g:Flectobacillus,p:Bacteroidetes c:Cytophagia o:Cytophagales f:Cytophagaceae g:Flectobacillus
Zotu467,p:Bacteroidetes,c:Cytophagia,o:Cytophagales,f:Cytophagaceae,g:Arcicella,p:Bacteroidetes c:Cytophagia o:Cytophagales f:Cytophagaceae g:Arcicella
Zotu468,p:Bacteroidetes,c:Cytophagia,o:Cytophagales,f:Cytophagaceae,,p:Bacteroidetes c:Cytophagia o:Cytophagales f:Cytophagaceae 
Zotu469,p:Proteobacteria,c:Alphaproteobacteria,o:Caulobacterales,f:Caulobacteraceae,g:Asticcacaulis,p:Proteobacteria c:Alphaproteobacteria o:Caulobacterales f:Caulobacteraceae g:Asticcacaulis
Zotu47,p:Bacteroidetes,c:Flavobacteriia,"o:""Flavobacteriales""",f:Flavobacteriaceae,g:Flavobacterium,"p:Bacteroidetes c:Flavobacteriia o:""Flavobacteriales"" f:Flavobacteriaceae g:Flavobacterium"
Zotu470,p:Bacteroidetes,c:Flavobacteriia,"o:""Flavobacteriales""",f:Flavobacteriaceae,g:Flavobacterium,"p:Bacteroidetes c:Flavobacteriia o:""Flavobacteriales"" f:Flavobacteriaceae g:Flavobacterium"
Zotu471,p:Actinobacteria,c:Actinobacteria,o:Actinomycetales,f:Microbacteriaceae,,p:Actinobacteria c:Actinobacteria o:Actinomycetales f:Microbacteriaceae 
Zotu472,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Oxalobacteraceae,g:Undibacterium,p:Proteobacteria c:Betaproteobacteria o:Burkholderiales f:Oxalobacteraceae g:Undibacterium
Zotu473,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Oxalobacteraceae,g:Duganella,p:Proteobacteria c:Betaproteobacteria o:Burkholderiales f:Oxalobacteraceae g:Duganella
Zotu474,p:Bacteroidetes,,,,,p:Bacteroidetes    
Zotu475,p:Proteobacteria,c:Gammaproteobacteria,,,,p:Proteobacteria c:Gammaproteobacteria   
Zotu476,p:Planctomycetes,c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae,,p:Planctomycetes c:Planctomycetia o:Planctomycetales f:Planctomycetaceae 
Zotu477,p:Proteobacteria,c:Alphaproteobacteria,,,,p:Proteobacteria c:Alphaproteobacteria   
Zotu478,p:Proteobacteria,c:Alphaproteobacteria,o:Caulobacterales,f:Caulobacteraceae,g:Brevundimonas,p:Proteobacteria c:Alphaproteobacteria o:Caulobacterales f:Caulobacteraceae g:Brevundimonas
Zotu479,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodobacterales,f:Rhodobacteraceae,,p:Proteobacteria c:Alphaproteobacteria o:Rhodobacterales f:Rhodobacteraceae 
Zotu48,p:Actinobacteria,c:Actinobacteria,o:Actinomycetales,,,p:Actinobacteria c:Actinobacteria o:Actinomycetales  
Zotu480,p:Proteobacteria,,,,,p:Proteobacteria    
Zotu481,p:Armatimonadetes,c:Armatimonadia,o:Armatimonadales,f:Armatimonadaceae,g:Armatimonas/Armatimonadetes_gp1,p:Armatimonadetes c:Armatimonadia o:Armatimonadales f:Armatimonadaceae g:Armatimonas/Armatimonadetes_gp1
